cityId,searchRadius,formations_mIndex
26749,20000,0
26195,20000,0
26128,20000,0
143679,20000,0
26331,20000,0
143651,20000,0
26335,20000,0
26547,20000,0
143629,20000,0
143613,20000,0
26561,20000,0
26460,20000,0
26037,20000,0
143612,20000,0
26788,20000,0
26661,20000,0
26181,20000,0
26609,20000,0
26078,50000,0
25982,50000,0
26208,30000,0
26488,30000,0
143587,20000,0
26903,50000,8
25957,20000,4
26549,20000,0
26482,20000,0
26052,20000,0
26351,20000,0
25981,20000,0
26535,20000,4
26193,20000,0
26562,20000,7
26456,20000,0
26017,20000,0
26581,30000,0
26413,20000,0
26260,20000,0
26545,20000,0
26639,30000,3
26163,20000,0
26284,20000,0
26553,20000,0
26396,20000,0
26093,20000,7
26919,20000,0
26367,20000,0
26170,20000,0
26837,20000,0
26511,20000,0
25990,20000,0
26501,20000,0
26276,30000,7
26700,20000,0
26666,20000,3
26637,20000,0
26598,20000,0
26601,20000,0
26813,20000,0
26821,20000,0
26769,20000,0
25932,20000,0
26122,20000,3
26146,20000,0
26706,30000,0
26467,20000,0
26246,20000,0
26630,20000,0
26850,20000,0
26855,20000,0
25971,50000,0
25942,20000,4
25991,20000,0
26734,20000,0
26464,20000,0
26742,20000,0
26233,20000,0
26882,20000,0
26005,20000,0
26597,50000,45
26397,20000,3
26173,20000,0
26386,20000,11
26840,20000,12
26243,20000,0
26865,20000,0
26362,20000,0
26442,20000,3
26154,20000,0
26127,20000,0
26654,20000,0
26543,50000,0
26805,20000,0
25976,20000,3
26257,20000,0
26064,20000,0
25938,20000,0
26197,20000,0
26314,20000,0
26079,50000,3
26183,20000,0
26092,20000,0
25956,20000,0
26675,20000,0
26400,50000,3
26312,20000,0
26375,20000,0
25954,20000,0
26892,20000,0
25998,20000,0
26825,20000,0
26819,20000,8
26677,20000,0
144096,20000,0
144056,20000,0
26310,20000,0
26765,30000,0
26773,20000,0
26879,20000,0
26201,20000,0
26669,20000,0
26647,20000,3
26884,20000,0
26607,20000,0
26629,20000,0
26576,30000,0
31871,20000,4
28196,20000,3
33614,20000,23
33276,20000,0
33155,20000,12
28864,20000,8
28072,20000,15
144245,20000,6
33571,20000,16
28094,20000,0
33423,20000,345
30331,20000,144
33405,50000,1033
33874,20000,144
32721,20000,0
28724,20000,8
33789,20000,16
28695,20000,10
28554,20000,4
32757,20000,8
33737,20000,16
33755,20000,16
32504,20000,8
33580,20000,301
28534,20000,0
33900,20000,0
30598,20000,74
28251,20000,0
33472,20000,309
28393,20000,11
33375,20000,4
32062,20000,8
29502,20000,44
31353,20000,20
31816,20000,3
31003,20000,314
27978,20000,11
31382,20000,331
33143,20000,327
31926,20000,8
28069,20000,0
28901,20000,7
28133,20000,8
31376,20000,339
27675,20000,25
27816,20000,4
33763,20000,16
31092,20000,12
31341,20000,0
31146,20000,138
31773,20000,17
30988,50000,54
27788,20000,10
31793,20000,238
32996,20000,16
31271,20000,16
144274,50000,47
27072,30000,12
31902,20000,4
33430,20000,356
30393,20000,0
30228,20000,15
27458,20000,38
30385,20000,18
30739,20000,8
30579,20000,20
33660,20000,16
30474,20000,136
29988,20000,437
30614,20000,0
33746,20000,12
33198,20000,8
27214,30000,4
30895,20000,348
33587,20000,321
30689,20000,371
27124,20000,29
30215,20000,18
33258,20000,308
33114,20000,360
33643,20000,350
27897,30000,0
29839,20000,50
27453,20000,26
29120,20000,384
29217,20000,8
29622,20000,27
27872,20000,0
33462,20000,16
27059,30000,10
29734,20000,4
29665,20000,4
29101,20000,20
29737,30000,4
34730,20000,0
34314,30000,13
34439,20000,3
33951,20000,4
34122,20000,4
34408,20000,0
34415,20000,0
34811,20000,16
34611,20000,3
43884,20000,0
43396,20000,0
42919,20000,0
43359,20000,42
43104,20000,3
42476,20000,7
42572,20000,0
42752,20000,7
42033,20000,4
41985,20000,0
43482,20000,0
41064,20000,103
41309,20000,11
40028,20000,49
43875,20000,7
39166,20000,0
39032,20000,0
39608,20000,0
39597,20000,0
38517,30000,20
38211,30000,40
38791,20000,4
38439,20000,0
38441,20000,11
38238,20000,4
38318,20000,0
38223,20000,0
38868,20000,26
37145,20000,0
37190,20000,0
144571,50000,15
37345,20000,6
37890,20000,0
37799,20000,0
36434,20000,0
36249,20000,7
36052,20000,0
35156,20000,0
35756,20000,31
34933,20000,0
35558,20000,0
34465,20000,20
47394,20000,7
47001,20000,0
47251,20000,8
144884,20000,0
46501,20000,12
46786,20000,0
46343,50000,38
46681,20000,18
46772,20000,0
46597,20000,22
144830,20000,4
144789,20000,8
46150,20000,20
144788,20000,20
46395,30000,22
46676,30000,8
46164,20000,15
46368,20000,0
46430,20000,8
46441,20000,22
46341,20000,6
46721,20000,8
46045,20000,0
46166,20000,0
46756,20000,0
46042,20000,0
46171,20000,0
46152,20000,0
46547,20000,0
144827,20000,0
144841,20000,24
46843,20000,15
46034,20000,4
46835,30000,92
46012,20000,7
46037,20000,0
144758,20000,4
45684,20000,7
45406,30000,3
45674,20000,16
45339,20000,0
44966,20000,6
45144,20000,0
45388,20000,3
45374,20000,0
44954,20000,0
45289,20000,0
45024,30000,8
44983,20000,0
45113,30000,7
45633,50000,27
45873,20000,4
45128,20000,7
144802,30000,23
45521,20000,4
144840,20000,3
47784,20000,20
44613,20000,8
144807,20000,0
144783,20000,0
44158,20000,17
628072,20000,12
44555,20000,0
44078,20000,0
44875,30000,0
44221,20000,28
44385,20000,6
144868,20000,0
144831,20000,3
144869,20000,8
144795,20000,4
44437,20000,0
44512,20000,0
44657,20000,20
144808,20000,0
44616,20000,0
43947,20000,7
44086,20000,7
44282,30000,30
44857,20000,0
144836,20000,0
144813,20000,0
44309,20000,0
44160,20000,11
144865,20000,11
628036,20000,12
44042,20000,4
44539,20000,3
44761,20000,0
43028,20000,4
43206,20000,4
43685,20000,10
43344,20000,4
47699,20000,8
144879,20000,12
144812,20000,4
42915,20000,0
43866,20000,12
43397,20000,20
