cityId,stationId,countryCode,type,cityName,regionName,regionCode,lat,lon,population,elevation,timezone,culture_hIndex,culture_cIndex,culture_rIndex,culture_aIndex,culture_iIndex,culture_nIndex,formations_mIndex,formations_rIndex,beach_Index,image_links
1964,AR000087129,AR,CITY,La Banda,Santiago del Estero Province,G,-27.73348,-64.24278000000001,106441,193.0,America__Argentina__Cordoba,26,10,68,0,0,4,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1964.jpg
1500,AR000087129,AR,CITY,Santiago del Estero,Santiago del Estero Province,G,-27.795109999999998,-64.26149000000001,354692,182.0,America__Argentina__Cordoba,26,10,68,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1500.jpg
1451,AR000087217,AR,CITY,La Rioja,La Rioja Province,F,-29.41105,-66.85067,180995,498.0,America__Argentina__La_Rioja,20,26,27,0,0,0,4,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1451.jpg
1466,AR000087692,AR,CITY,Mar del Plata,Buenos Aires Province,B,-38.00042,-57.5562,860000,38.0,America__Argentina__Buenos_Aires,61,86,64,23,0,117,0,0,42,https://travelapiimages.s3.eu-central-1.amazonaws.com/1466.jpg
132275,AR000087692,AR,CITY,Partido de General Pueyrredón,Buenos Aires Province,B,-38.0,-57.75,564056,,America__Argentina__Buenos_Aires,59,84,62,29,0,115,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132275.jpg
1963,AR000087715,AR,CITY,Neuquén,Neuquén Province,Q,-38.951609999999995,-68.0591,242092,250.0,America__Argentina__Salta,78,100,77,6,6,6,4,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/1963.jpg
1400,AR000087374,AR,CITY,Paraná,Entre Ríos Province,E,-31.732709999999997,-60.528969999999994,262295,66.0,America__Argentina__Cordoba,14,24,47,18,0,2,0,0,4,https://travelapiimages.s3.eu-central-1.amazonaws.com/1400.jpg
1887,AR000087374,AR,CITY,Santa Fe,Santa Fe Province,S,-31.648809999999997,-60.70868000000001,489505,25.0,America__Argentina__Cordoba,36,76,90,18,0,12,0,0,10,https://travelapiimages.s3.eu-central-1.amazonaws.com/1887.jpg
132195,ARM00087645,AR,CITY,Partido de Tandil,Buenos Aires Province,B,-37.33333,-59.25,108109,,America__Argentina__Buenos_Aires,64,54,38,6,0,4,24,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132195.jpg
1398,ARM00087645,AR,CITY,Tandil,Buenos Aires Province,B,-37.321670000000005,-59.13316,116917,188.0,America__Argentina__Buenos_Aires,64,54,36,6,0,7,27,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1398.jpg
1444,PA000086297,AR,CITY,Posadas,Misiones Province,N,-27.367079999999998,-55.896080000000005,323739,83.0,America__Argentina__Cordoba,267,134,311,20,4,17,0,0,5,https://travelapiimages.s3.eu-central-1.amazonaws.com/1444.jpg
1236,AR000087155,AR,CITY,Resistencia,Chaco Province,H,-27.460559999999997,-58.98389,387158,20.0,America__Argentina__Cordoba,77,277,684,52,6,26,4,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1236.jpg
1494,ARM00087480,AR,CITY,Rosario,Santa Fe Province,S,-32.94682,-60.63932,1193605,31.0,America__Argentina__Cordoba,132,322,176,96,4,58,0,0,45,https://travelapiimages.s3.eu-central-1.amazonaws.com/1494.jpg
1308,ARM00087453,AR,CITY,Río Cuarto,Córdoba Province,X,-33.13067,-64.34992,157010,425.0,America__Argentina__Cordoba,46,48,28,12,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1308.jpg
1910,AR000870470,AR,CITY,Salta,Salta Province,A,-24.7859,-65.41166,535303,1152.0,America__Argentina__Salta,80,120,146,22,0,4,24,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1910.jpg
2200,ARM00087765,AR,CITY,San Carlos de Bariloche,Río Negro Province,R,-41.14557,-71.30821999999999,112887,1093.0,America__Argentina__Salta,8,33,26,5,0,39,41,0,5,https://travelapiimages.s3.eu-central-1.amazonaws.com/2200.jpg
1793,ARM00087222,AR,CITY,San Fernando del Valle de Catamarca,Catamarca Province,K,-28.46957,-65.78524,188812,500.0,America__Argentina__Catamarca,34,33,110,22,2,13,5,0,3,https://travelapiimages.s3.eu-central-1.amazonaws.com/1793.jpg
1159,ARM00087436,AR,CITY,San Luis,San Luis Province,D,-33.29501,-66.33563000000001,183982,709.0,America__Argentina__San_Luis,20,14,42,0,0,6,2,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1159.jpg
1108,ARM00087121,AR,CITY,San Miguel de Tucumán,Tucumán Province,T,-26.824140000000003,-65.2226,781023,431.0,America__Argentina__Tucuman,45,93,114,12,6,7,20,3,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1108.jpg
1787,ARM00087509,AR,CITY,San Rafael,Mendoza,M,-34.61772,-68.33006999999999,109163,650.0,America__Argentina__Mendoza,4,14,22,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1787.jpg
1409,ARM00087046,AR,CITY,San Salvador de Jujuy,Jujuy Province,Y,-24.194570000000002,-65.29711999999999,321789,1201.0,America__Argentina__Jujuy,90,102,208,28,0,0,18,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1409.jpg
1066,AR000087623,AR,CITY,Santa Rosa,La Pampa,L,-36.61667,-64.28333,111424,179.0,America__Argentina__Salta,2,16,28,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1066.jpg
1052,AR000087828,AR,CITY,Trelew,Chubut Province,U,-43.24895,-65.30505,108360,11.0,America__Argentina__Catamarca,10,17,26,0,6,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1052.jpg
2502,ARM00087448,AR,CITY,Villa Mercedes,San Luis Province,D,-33.675709999999995,-65.45783,111391,512.0,America__Argentina__San_Luis,18,14,18,3,0,0,0,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/2502.jpg
4140,AU000005901,AT,CITY,Donaustadt,Vienna,9,48.2333,16.46002,162592,,Europe__Vienna,1550,1437,2037,2395,292,182,138,0,9,https://travelapiimages.s3.eu-central-1.amazonaws.com/4140.jpg
4770,AU000005901,AT,CITY,Favoriten,Vienna,9,48.161159999999995,16.38233,179179,,Europe__Vienna,1483,1372,1992,2579,370,376,305,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/4770.jpg
3100,AU000005901,AT,CITY,Floridsdorf,Vienna,9,48.25,16.4,162779,,Europe__Vienna,1609,1452,2050,2635,312,249,223,0,7,https://travelapiimages.s3.eu-central-1.amazonaws.com/3100.jpg
2534,AU000005901,AT,CITY,Vienna,Vienna,9,48.208490000000005,16.37208,1840573,171.0,Europe__Vienna,1594,1600,2052,2919,522,597,1003,0,16,https://travelapiimages.s3.eu-central-1.amazonaws.com/2534.jpg
3750,AU000016402,AT,CITY,Graz,Styria,6,47.06667,15.45,222326,363.0,Europe__Vienna,1309,847,1355,2664,72,138,161,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/3750.jpg
132781,AU000016402,AT,CITY,Graz Stadt,Styria,6,47.06667,15.433329999999998,289440,,Europe__Vienna,1342,876,1389,2682,72,140,163,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/132781.jpg
3158,AU000011801,AT,CITY,Innsbruck,Tyrol,7,47.26266,11.39454,132493,570.0,Europe__Vienna,1150,613,1767,2825,98,313,414,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/3158.jpg
132768,AUM00011231,AT,CITY,Klagenfurt am Wörthersee,Carinthia,2,46.63333,14.3,100316,,Europe__Vienna,909,243,909,1442,24,61,80,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132768.jpg
3676,AU000005010,AT,CITY,Linz,Upper Austria,4,48.30639,14.28611,204846,266.0,Europe__Vienna,664,633,974,2768,6,113,69,0,5,https://travelapiimages.s3.eu-central-1.amazonaws.com/3676.jpg
1996,AU000006306,AT,CITY,Salzburg,Salzburg,5,47.799409999999995,13.043989999999999,154076,424.0,Europe__Vienna,1092,822,1332,2827,67,310,228,14,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1996.jpg
132737,AU000006306,AT,CITY,Salzburg Stadt,Salzburg,5,47.800670000000004,13.04532,154076,,Europe__Vienna,1092,808,1296,2827,67,305,228,14,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132737.jpg
4299,ASN00023000,AU,CITY,Adelaide,South Australia,SA,-34.92866,138.59863,1295714,1.0,Australia__Adelaide,166,608,555,329,51,348,89,0,22,https://travelapiimages.s3.eu-central-1.amazonaws.com/4299.jpg
5657,ASN00081123,AU,CITY,Bendigo,Victoria,VIC,-36.758179999999996,144.28024,100617,221.0,Australia__Melbourne,32,64,89,89,15,6,8,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/5657.jpg
5499,ASN00040913,AU,CITY,Brisbane,Queensland,QLD,-27.467940000000002,153.02809,2360241,0.0,Australia__Brisbane,308,701,972,2656,98,292,159,0,4,https://travelapiimages.s3.eu-central-1.amazonaws.com/5499.jpg
133157,ASN00031011,AU,CITY,Cairns,Queensland,QLD,-16.90268,145.75287,153075,,Australia__Brisbane,27,60,18,14,0,58,42,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/133157.jpg
5042,ASN00070015,AU,CITY,Canberra,Australian Capital Territory,ACT,-35.28346,149.12807,381488,578.0,Australia__Sydney,214,533,295,537,17,107,128,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/5042.jpg
4282,ASN00014040,AU,CITY,Darwin,Northern Territory,NT,-12.46113,130.84185,136828,0.0,Australia__Darwin,36,90,40,96,0,29,8,0,10,https://travelapiimages.s3.eu-central-1.amazonaws.com/4282.jpg
5493,ASN00040764,AU,CITY,Gold Coast,Queensland,QLD,-28.000290000000003,153.43088,638090,12.0,Australia__Brisbane,48,150,140,128,4,344,34,0,18,https://travelapiimages.s3.eu-central-1.amazonaws.com/5493.jpg
5345,ASN00094029,AU,CITY,Hobart,Tasmania,TAS,-42.87936,147.32941,222356,1270.0,Australia__Hobart,62,114,98,103,0,39,71,0,4,https://travelapiimages.s3.eu-central-1.amazonaws.com/5345.jpg
133205,ASN00040004,AU,CITY,Ipswich,Queensland,QLD,-27.6779,152.66188,163000,,Australia__Brisbane,47,20,66,156,4,8,16,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/133205.jpg
4034,ASN00091237,AU,CITY,Launceston,Tasmania,TAS,-41.438759999999995,147.13467,106153,0.0,Australia__Hobart,26,87,70,74,4,4,18,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/4034.jpg
